followers_count,following_count,tweet_count,listed_count,account_age_days,has_profile_pic,has_bio,bio_length,has_url_in_bio,name_has_numbers,avg_daily_tweets,follower_following_ratio,is_verified,default_theme,geo_enabled,is_bot
67,5954,2624,1,324,1,1,27,1,0,134.82,0.0946,0,1,0,1
431,5517,20999,7,236,0,0,28,1,1,192.82,0.0859,0,1,0,1
346,5739,34645,0,47,0,1,52,1,1,44.31,0.1417,0,1,0,1
216,2774,32516,8,314,1,0,40,1,1,144.76,0.0138,0,1,0,1
1438,1963,2593,34,674,1,1,133,1,0,9.14,0.67,0,1,0,0
2097,898,2440,135,3168,1,1,159,0,0,6.6,3.64,1,0,1,0
1041,1867,544,10,899,1,1,139,1,0,7.75,2.67,0,0,0,0
16,744,3712,9,140,1,0,47,0,1,190.71,0.2521,0,1,0,1
118,1949,49225,2,229,0,1,57,1,1,78.44,0.2808,0,1,0,1
113,5446,14767,7,320,1,0,44,1,1,176.02,0.2212,0,0,0,1
3786,515,6887,130,1902,1,1,77,1,1,6.64,4.32,0,1,0,0
3548,1112,1200,8,865,1,1,64,0,0,3.07,1.1,0,0,1,0
3816,1878,2572,124,1726,1,1,110,1,0,9.31,3.19,0,0,0,0
4598,1672,588,44,2628,1,1,90,0,1,3.92,2.19,0,0,1,0
469,1387,469,144,1892,1,1,60,1,0,5.51,1.61,0,1,1,0
145,4133,4754,4,125,1,0,17,1,1,184.36,0.2678,0,1,1,1
242,2452,20446,0,41,0,1,37,0,1,87.81,0.2252,0,0,0,1
40,4108,49716,5,385,0,0,58,1,1,51.56,0.1568,0,0,0,1
81,2972,13926,7,75,1,1,13,1,0,103.76,0.1557,0,1,1,1
3149,808,1679,131,1089,1,1,97,0,1,4.19,1.82,1,0,1,0
268,3078,7486,5,146,1,0,28,1,1,100.43,0.1832,0,0,0,1
128,3843,25335,0,142,1,0,12,0,1,78.02,0.0235,0,1,1,1
38,5916,8436,5,392,0,0,6,1,1,68.92,0.001,0,1,0,1
237,5124,11292,3,35,0,1,38,0,1,159.45,0.0043,0,1,0,1
105,2002,22395,1,211,1,1,6,1,1,34.03,0.0387,0,1,1,1
4350,753,5682,16,2168,0,1,68,1,0,5.29,1.11,0,0,1,0
468,2133,16218,4,294,0,1,21,1,1,146.96,0.2623,0,1,0,1
524,344,7829,160,355,1,0,113,0,0,3.74,4.37,1,1,1,0
3354,445,2893,106,3265,1,0,130,0,0,4.5,3.92,0,1,1,0
281,3345,16523,8,51,1,0,51,1,1,163.08,0.1833,0,1,0,1
348,5345,33863,6,195,1,0,16,1,0,23.46,0.2953,0,1,0,1
457,2923,39692,6,121,1,1,38,1,1,28.1,0.2145,0,1,1,1
2759,742,5783,64,3091,1,1,88,0,0,1.7,2.25,0,0,1,0
3380,845,5399,126,1285,1,1,48,1,0,6.87,4.02,0,0,1,0
3495,997,5548,40,2764,1,0,21,1,0,6.81,1.51,1,0,1,0
406,3318,15887,3,132,1,0,59,0,1,124.43,0.0832,0,0,0,1
6,1505,25752,8,116,0,1,33,0,1,195.38,0.2328,0,1,0,1
460,5266,3121,1,138,1,0,18,0,1,42.18,0.0679,0,1,1,1
367,1826,3263,3,304,0,1,22,1,1,33.26,0.241,0,1,1,1
767,1226,7497,127,1535,1,1,144,0,0,9.95,2.63,0,0,1,0
873,89,2931,8,846,1,1,28,0,0,4.76,2.63,0,0,1,0
253,5563,5897,7,283,1,0,27,1,1,101.95,0.0714,0,1,0,1
375,3203,23144,0,148,0,1,41,1,1,65.24,0.291,0,0,0,1
292,1346,6264,20,853,1,1,22,1,0,2.43,0.83,0,1,0,0
1592,1590,6696,90,1109,1,1,62,0,0,4.53,3.17,0,0,1,0
1718,1510,5508,3,2780,1,0,98,0,0,3.12,1.81,0,0,1,0
77,2661,9774,3,134,0,0,57,1,1,22.18,0.257,0,1,0,1
256,5368,18424,7,201,0,0,4,0,1,194.63,0.137,0,0,0,1
241,4387,42019,1,208,1,1,16,1,1,172.63,0.2929,0,1,0,1
92,4860,27871,9,87,1,0,33,0,1,33.23,0.2384,0,1,1,1
2374,1609,4819,54,1331,1,0,77,1,0,5.03,4.67,0,0,1,0
4241,540,2632,191,2130,1,1,120,1,0,0.5,4.82,0,0,1,0
688,1780,3129,81,3144,1,0,81,0,0,1.46,4.68,0,0,1,0
211,2748,27570,6,180,1,0,46,0,0,41.67,0.2559,0,1,0,1
487,4953,29363,0,85,1,1,44,0,1,23.43,0.2303,0,1,0,1
1967,215,2347,117,2655,1,1,38,1,1,0.97,4.11,0,0,0,0
3292,1573,7080,172,2522,0,1,72,0,0,8.74,3.64,0,0,1,0
2034,414,636,123,2763,1,1,47,1,0,5.81,3.8,0,0,1,0
152,1812,26947,3,160,1,0,25,1,1,191.95,0.222,0,0,0,1
3686,1624,194,75,3398,1,1,87,0,0,5.59,2.07,0,0,1,0
166,1571,5581,175,3210,1,1,22,1,0,5.97,4.42,0,0,1,0
3404,713,3089,32,3125,1,0,55,0,0,4.51,2.84,0,0,1,0
4413,905,1063,135,2192,1,1,51,1,0,5.76,1.74,0,0,1,0
2005,1429,2330,20,2375,1,1,84,1,0,3.38,1.66,0,1,0,0
4677,121,888,40,1686,1,1,27,0,0,4.4,4.51,0,1,0,0
3441,165,4631,64,3310,0,1,132,0,0,1.57,0.72,0,1,1,0
1413,719,7430,136,456,1,1,45,0,0,4.28,4.77,0,0,1,0
243,4818,12782,3,219,0,1,10,1,1,101.15,0.2591,0,1,0,1
273,5639,49929,1,351,1,1,21,0,0,51.54,0.1647,0,1,1,1
586,627,6784,95,3488,0,1,67,0,0,9.18,2.06,0,0,1,0
2671,192,872,186,2516,1,1,45,1,0,7.05,3.46,0,0,0,0
4256,1657,771,83,1511,1,1,81,1,1,3.43,3.57,0,0,0,0
65,3727,35880,7,219,0,0,49,1,1,27.58,0.0604,0,1,0,1
175,1932,33726,8,371,1,0,41,0,0,130.33,0.0879,0,1,0,1
4476,713,7504,170,2726,1,1,107,1,0,2.6,0.55,0,0,1,0
31,1623,9330,5,225,0,0,36,0,0,112.78,0.0427,0,1,1,1
289,3177,8021,9,154,1,1,21,1,1,104.67,0.1013,0,0,0,1
1095,1300,3115,116,2437,1,1,36,0,0,1.16,3.42,1,0,1,0
85,1089,14846,4,338,1,0,26,1,1,107.31,0.1936,0,1,0,1
352,5657,49623,1,392,1,0,47,1,1,22.33,0.0772,0,1,0,1
2946,1312,1677,130,2649,1,1,91,0,0,7.1,0.99,0,0,0,0
142,5018,9431,9,120,0,1,34,1,1,88.54,0.2689,0,1,1,1
173,5870,40113,8,270,0,0,30,1,1,133.24,0.2152,0,1,0,1
59,1498,6710,183,1019,1,1,46,0,0,9.36,4.29,0,1,1,0
292,5278,45419,7,117,0,0,33,1,0,109.48,0.009,0,1,0,1
619,180,1938,87,297,1,1,91,0,0,6.25,2.03,0,1,1,0
464,3044,37806,8,29,0,1,52,1,1,183.01,0.2182,0,0,1,1
368,1382,17679,9,255,0,0,10,1,1,182.16,0.2376,0,0,0,1
204,573,4519,48,2185,1,0,42,1,0,2.46,3.2,1,0,0,0
2048,1459,5857,60,1769,1,1,62,0,0,4.32,3.4,0,0,1,0
130,5243,30482,2,154,1,0,51,0,0,106.61,0.0029,0,0,0,1
98,2369,1051,1,330,1,1,33,0,1,134.56,0.2369,0,1,0,1
1306,963,6206,104,864,1,1,121,0,0,2.6,0.93,0,0,1,0
4064,1550,5668,57,875,1,1,51,1,1,5.74,1.25,0,0,1,0
205,5644,49544,5,231,1,0,6,0,1,195.07,0.0743,0,0,1,1
1803,1344,4617,44,2389,1,1,81,1,0,9.83,3.14,0,0,1,0
3794,1374,7199,160,3627,1,1,147,0,0,2.8,1.68,0,1,1,0
326,1845,37490,8,12,0,1,53,1,1,98.79,0.1257,0,1,0,1
135,786,6995,6,110,1,0,56,1,1,132.82,0.2752,0,0,0,1
311,2617,43750,4,148,1,0,12,0,1,189.88,0.0823,0,1,0,1
4182,1013,5572,90,2558,1,1,111,0,0,9.58,0.8,0,1,0,0
3847,453,7905,53,3118,1,0,122,0,0,7.67,1.96,0,0,0,0
820,749,3064,5,3415,1,1,39,0,0,0.84,1.53,0,0,1,0
4598,413,3783,136,2767,1,1,60,1,0,5.34,1.23,0,0,1,0
3351,1847,3719,186,2677,1,1,44,0,0,4.8,1.81,0,0,0,0
2856,379,6112,126,2841,1,1,154,0,0,4.91,4.11,0,0,0,0
524,1542,6577,24,3580,0,1,42,1,0,5.48,4.99,0,1,1,0
4904,573,5736,176,1718,0,1,147,1,0,0.61,4.28,0,1,1,0
3940,1842,6204,105,2947,1,1,109,1,1,4.78,2.44,0,0,1,0
3160,160,7079,133,1528,1,1,140,1,0,7.88,4.57,0,0,1,0
178,4020,49781,8,17,1,0,51,0,1,151.64,0.2452,0,0,1,1
4465,1439,875,47,3340,0,1,134,0,0,5.28,4.48,0,0,1,0
333,4810,13587,9,3,0,1,42,1,1,182.23,0.1676,0,0,0,1
2120,970,3140,108,205,1,1,137,0,0,7.87,3.11,0,1,0,0
1907,63,880,108,1717,1,1,79,1,0,9.81,4.5,0,0,1,0
763,942,4543,178,3506,1,1,114,1,0,8.13,0.98,1,0,1,0
2125,1965,7738,1,1186,1,1,137,0,0,1.71,3.88,0,0,1,0
279,1694,35247,2,179,0,0,9,1,1,160.39,0.2949,0,0,0,1
264,616,16409,4,342,1,0,38,1,1,130.64,0.1323,0,1,0,1
130,4704,37053,9,344,1,0,11,1,1,120.42,0.1411,0,1,0,1
3841,1436,4189,57,1304,1,1,106,0,0,4.42,3.92,1,0,1,0
200,5009,37940,6,194,0,0,50,1,1,116.75,0.0382,0,1,0,1
302,1499,2241,9,30,1,1,44,1,1,185.65,0.0581,0,1,0,1
926,1635,4378,1,244,1,1,66,0,0,7.31,1.54,0,0,1,0
289,648,22661,9,261,1,0,20,1,0,181.19,0.0128,0,1,0,1
4996,613,1685,66,536,1,1,23,0,0,2.12,4.79,0,0,1,0
3813,1605,991,112,3429,1,1,46,0,0,5.07,2.03,0,0,0,0
3926,1280,138,144,1357,1,1,113,0,1,1.61,0.61,0,0,1,0
3727,141,507,170,2104,1,0,45,1,0,8.68,4.69,0,1,1,0
477,4858,16317,2,239,0,0,58,1,1,132.04,0.0614,0,1,0,1
2202,875,6007,19,3018,1,1,43,1,0,3.25,1.65,0,0,1,0
3227,967,7734,191,563,1,1,63,1,1,5.43,2.31,0,0,1,0
79,2691,10934,3,359,1,1,46,1,1,23.3,0.2852,0,1,0,1
3334,377,6992,40,1809,1,1,56,0,1,3.77,0.54,0,0,1,0
155,3415,46534,8,244,1,0,46,1,0,90.56,0.2754,0,0,0,1
4893,205,1039,107,3299,1,1,113,1,0,8.35,2.95,0,0,1,0
1647,56,2840,112,3482,1,1,95,0,1,4.26,3.41,0,0,1,0
37,677,32000,8,358,1,0,30,0,1,35.62,0.088,0,0,1,1
293,1367,16857,5,283,0,1,20,1,1,99.27,0.1257,0,0,0,1
282,1154,21181,7,179,1,1,0,1,0,163.17,0.2072,0,1,0,1
3769,958,7135,41,3546,1,1,85,0,0,1.34,2.52,0,0,1,0
3122,1635,6446,168,1652,1,1,57,0,0,6.08,4.13,0,1,0,0
412,2345,35187,0,368,0,0,20,1,1,127.1,0.0439,0,1,0,1
3447,1351,6183,59,1979,1,1,147,0,1,1.13,2.98,0,1,1,0
345,2445,22513,7,240,0,0,15,1,0,157.29,0.1249,0,0,0,1
1675,384,4408,69,2273,1,0,76,0,0,5.49,1.86,0,0,0,0
193,654,30023,1,316,0,0,41,1,1,46.53,0.0923,0,1,0,1
353,1634,49316,7,300,1,0,0,1,1,85.76,0.0921,0,1,0,1
305,620,4173,44,830,1,1,77,1,0,9.53,4.34,0,0,1,0
4439,1188,7805,38,3245,1,1,53,0,0,3.97,4.13,0,0,1,0
177,74,6862,166,1728,1,1,46,0,1,5.03,1.54,1,0,1,0
3272,1383,5349,190,1065,1,1,116,1,1,7.47,2.48,0,1,1,0
420,2892,33117,5,392,1,0,57,1,1,29.63,0.1991,0,1,0,1
176,5016,17756,2,299,0,1,45,0,1,96.4,0.2658,0,1,0,1
407,3063,38359,2,122,1,0,16,1,1,24.9,0.2018,0,1,0,1
27,4415,17568,7,369,1,0,19,1,1,159.47,0.2664,0,1,0,1
1590,738,1116,141,187,1,1,88,0,0,4.72,4.49,0,0,0,0
222,3186,33161,7,101,1,0,16,1,1,93.13,0.058,0,1,0,1
446,4319,10745,3,62,1,1,2,1,1,62.63,0.1388,0,0,0,1
4002,1453,1904,65,1785,1,1,147,0,0,7.77,3.23,0,0,0,0
1341,983,2133,197,232,1,1,133,0,1,1.0,4.31,0,0,1,0
414,3236,32881,5,105,0,1,52,1,1,160.85,0.1779,0,1,0,1
368,2826,10136,3,283,1,1,44,1,1,192.2,0.2674,0,1,0,1
4167,715,3469,38,342,1,1,61,0,0,4.36,2.1,0,0,0,0
13,1137,41955,3,290,1,0,34,1,1,113.63,0.2817,0,1,1,1
88,5390,3988,4,222,1,0,56,1,1,179.75,0.0883,0,1,0,1
422,1263,2578,8,125,1,1,47,1,1,73.28,0.046,0,0,0,1
1131,1001,2468,123,1806,1,1,27,1,0,6.96,4.19,0,0,1,0
279,5347,12246,6,112,0,0,25,0,1,169.68,0.1469,0,1,0,1
285,1057,5799,192,469,1,0,20,1,0,2.19,1.33,0,1,1,0
198,5702,46519,4,187,1,1,17,0,1,23.78,0.2036,0,1,0,1
403,3960,28020,0,197,0,0,56,1,1,32.5,0.1411,0,1,0,1
461,2172,4295,5,360,0,1,29,1,1,106.81,0.2639,0,1,0,1
139,1475,39491,0,189,1,0,54,1,1,93.18,0.0403,0,0,0,1
4501,494,5441,27,1268,0,1,118,1,0,5.93,3.82,0,0,1,0
381,4392,34683,1,15,0,0,15,1,1,118.52,0.2219,0,1,1,1
3494,1007,5352,197,955,1,0,51,1,0,1.17,2.83,0,0,1,0
3785,1226,1559,22,257,1,0,90,1,0,4.44,3.77,0,0,0,0
146,890,9108,7,133,1,1,6,1,1,69.13,0.057,0,1,0,1
4549,780,1737,195,1085,1,1,24,0,0,1.42,3.75,0,0,1,0
239,197,4748,71,1019,1,1,155,0,0,1.44,3.68,0,1,1,0
249,4963,28469,0,186,0,1,40,1,1,122.79,0.0294,0,0,1,1
3423,294,1443,120,2588,1,1,149,1,0,5.87,4.86,0,1,1,0
133,4589,21147,5,331,0,1,28,0,1,97.36,0.2417,0,1,1,1
268,5987,39210,6,105,1,1,26,0,1,90.27,0.0837,0,1,0,1
4773,1822,7861,69,3264,1,1,76,1,0,6.48,2.63,0,0,1,0
2938,1214,229,9,2707,1,0,142,0,0,7.22,2.17,0,0,1,0
4671,918,4581,155,2716,1,1,138,1,1,2.49,1.23,0,1,0,0
230,581,15800,4,84,1,0,8,0,1,59.97,0.0314,0,0,0,1
5,5160,12340,8,114,1,1,32,1,1,21.08,0.014,0,0,1,1
1737,1417,6891,14,3412,1,1,138,1,1,6.71,1.62,0,0,0,0
127,1825,7103,8,191,0,0,28,0,1,172.36,0.2677,0,1,0,1
253,5879,36292,4,226,1,1,0,1,1,20.48,0.0487,0,1,0,1
2230,1979,7021,105,521,1,1,66,1,0,9.65,1.39,1,0,0,0
132,5315,5213,8,209,1,0,30,1,1,113.11,0.0238,0,1,0,1
2098,1791,6579,193,3151,1,1,94,1,0,7.33,3.07,1,0,1,0
14,4731,16032,8,330,0,0,44,1,1,131.14,0.2266,0,1,0,1
354,5805,17080,1,111,1,1,52,1,0,65.55,0.2582,0,1,0,1
333,5042,23127,0,96,1,1,16,1,0,91.82,0.212,0,1,1,1
393,1427,49776,4,296,0,0,11,1,1,195.11,0.1308,0,1,0,1
460,564,2542,8,374,0,1,46,1,1,50.41,0.138,0,1,0,1
18,5256,23093,8,103,0,0,10,1,1,139.91,0.0557,0,1,1,1
447,4642,13078,8,349,0,1,10,0,1,142.6,0.0503,0,1,0,1
88,2244,34926,8,35,0,0,22,1,0,180.37,0.1475,0,1,0,1
4904,504,2701,27,1473,1,0,86,0,0,1.67,2.81,0,0,1,0
367,4974,11558,3,204,1,1,13,0,0,44.07,0.0832,0,1,0,1
1686,954,1114,50,1225,1,1,95,0,0,2.35,1.64,0,0,1,0
877,1787,4166,164,2735,1,1,104,0,0,6.78,2.96,0,0,0,0
169,5795,10895,7,111,1,1,53,0,0,63.45,0.176,0,1,1,1
274,770,2379,78,2035,1,1,49,1,0,3.76,2.22,0,0,1,0
95,3000,5874,8,240,1,0,6,0,1,39.91,0.1838,0,0,0,1
4277,1043,6593,66,1344,1,1,159,0,0,7.39,4.49,0,0,1,0
2647,459,2296,21,3246,1,1,56,0,0,6.34,3.14,0,0,1,0
1545,1192,2069,2,339,1,1,99,0,0,1.7,3.3,0,0,1,0
118,1566,38175,1,371,1,0,30,1,1,158.33,0.1023,0,1,0,1
37,1920,8782,5,112,1,0,49,1,1,184.26,0.0192,0,1,0,1
2589,308,3983,133,424,1,1,122,1,0,4.84,2.79,0,0,1,0
134,3421,27551,9,14,0,0,52,1,1,140.46,0.1309,0,1,0,1
402,5304,21653,5,201,1,1,5,1,1,125.09,0.2168,0,0,0,1
474,669,27825,8,188,0,1,44,1,0,117.96,0.1006,0,0,0,1
1620,1124,4053,146,3163,1,1,93,1,0,9.75,2.84,0,0,0,0
305,5816,37907,0,390,1,1,9,1,1,98.07,0.0619,0,0,0,1
412,1594,47217,7,37,1,1,2,1,1,79.45,0.2255,0,1,0,1
407,273,4506,157,333,1,1,61,0,1,5.66,2.06,0,0,0,0
374,4645,31690,1,129,1,1,50,1,1,54.92,0.2822,0,1,1,1
333,1099,37078,0,352,0,0,18,0,0,168.24,0.2062,0,1,0,1
2005,1497,4123,13,3554,1,0,93,0,0,9.51,3.94,0,1,1,0
3793,520,5555,49,839,1,1,143,0,0,9.65,4.57,0,0,1,0
4696,546,7100,118,1774,1,1,139,1,0,3.83,3.84,0,0,0,0
6,2602,29163,6,258,1,0,32,1,1,117.02,0.2717,0,1,0,1
4786,1429,5804,13,2839,1,0,116,0,0,5.85,2.82,0,0,1,0
216,3578,48119,9,196,1,0,17,1,0,99.38,0.0743,0,1,0,1
441,5071,24373,1,79,1,1,25,1,1,86.89,0.2662,0,1,1,1
225,3857,13550,9,149,0,0,29,1,1,119.37,0.1839,0,0,0,1
180,1574,3058,183,261,1,1,72,1,0,6.37,4.12,0,1,1,0
274,5106,1415,4,342,0,0,31,1,1,181.4,0.0356,0,1,0,1
116,1878,42616,7,95,0,1,13,1,1,85.68,0.1906,0,0,1,1
330,961,47660,1,79,1,0,18,1,1,23.01,0.0174,0,1,0,1
3317,1762,2449,33,3545,1,1,136,1,0,9.06,0.39,0,0,1,0
1577,198,1540,146,3554,1,1,78,0,0,7.7,3.53,0,0,1,0
324,4783,38097,9,164,0,1,52,1,1,47.73,0.2793,0,1,0,1
4083,1913,6706,36,1777,1,0,122,0,1,6.45,2.14,0,0,1,0
140,5980,40284,3,147,1,0,40,1,1,133.49,0.0989,0,1,0,1
2186,477,2667,3,394,1,0,70,1,0,1.45,1.69,0,0,1,0
119,659,17319,4,61,0,0,56,0,1,176.57,0.2931,0,1,0,1
16,4123,24223,4,187,1,0,19,1,1,72.63,0.0306,0,0,0,1
4050,1820,7733,50,641,1,0,64,1,0,0.83,0.8,0,0,0,0
1765,1995,1386,5,3385,1,1,89,1,0,2.37,0.67,0,0,1,0
220,1902,13952,9,151,1,0,55,1,1,70.54,0.2238,0,1,0,1
3496,793,7110,177,1216,1,0,38,1,1,1.53,2.75,0,0,0,0
76,4994,14049,9,390,1,1,28,0,1,29.5,0.2143,0,1,1,1
309,4070,35660,3,376,1,1,44,0,1,198.03,0.234,0,1,0,1
289,1099,19540,2,16,0,1,7,1,1,75.87,0.2529,0,0,0,1
3495,756,4503,137,1767,1,1,117,1,0,7.94,2.19,0,0,0,0
3490,236,5289,32,2277,1,1,43,0,0,2.86,1.67,0,0,1,0
4196,638,5017,161,654,1,1,122,1,0,2.53,1.24,0,1,1,0
221,2285,15662,7,215,1,0,26,0,1,195.5,0.221,0,1,0,1
354,939,7621,5,273,0,0,35,1,1,102.73,0.0092,0,1,0,1
1434,1614,5303,174,3116,1,1,40,1,0,8.37,3.06,1,1,1,0
96,3811,40624,3,73,1,0,48,1,1,152.13,0.2957,0,1,0,1
3278,1610,5445,97,398,1,1,50,1,0,8.99,3.48,0,0,0,0
2832,1784,1835,190,1342,1,1,58,0,1,5.78,2.31,0,0,1,0
265,5026,42224,6,391,0,1,0,1,1,30.6,0.2551,0,1,0,1
367,3823,22151,1,262,1,0,47,1,1,172.32,0.0896,0,1,0,1
3798,1596,4023,89,3325,1,1,130,0,0,2.22,0.89,0,0,0,0
35,4849,36862,5,269,0,1,34,0,1,77.94,0.1894,0,0,0,1
62,5418,3808,1,319,1,0,42,1,0,185.28,0.0317,0,0,0,1
2529,1961,3373,45,1732,1,1,32,0,0,9.82,3.45,0,0,1,0
1034,1716,7131,151,279,1,1,88,1,0,0.61,2.88,0,0,0,0
391,4498,33886,4,293,0,0,32,1,1,170.94,0.1407,0,1,0,1
438,1399,7440,184,2660,1,1,75,0,1,2.9,3.62,0,0,1,0
112,5373,26280,9,153,0,0,19,0,1,191.69,0.2309,0,1,0,1
3017,754,4939,149,1721,1,1,121,1,1,4.71,4.45,0,1,0,0
397,1151,23100,7,262,1,1,28,1,1,175.36,0.0387,0,1,1,1
658,1354,1086,69,2436,1,1,141,0,0,3.51,0.74,0,0,1,0
397,3490,30870,6,336,1,1,51,1,1,159.05,0.2296,0,1,0,1
381,2182,30305,5,179,1,0,28,0,1,137.9,0.1345,0,1,0,1
1888,865,7729,174,1126,1,1,106,0,0,1.43,4.71,0,0,0,0
759,864,1018,74,3274,1,1,149,0,1,1.48,0.93,0,0,0,0
968,1847,7998,83,1291,1,1,111,0,0,0.69,4.65,0,0,0,0
364,4505,22563,6,54,1,1,49,1,1,20.79,0.0736,0,1,1,1
1904,1762,4451,45,3108,1,1,44,1,0,2.9,2.42,0,0,1,0
196,1182,3224,35,1360,1,1,68,0,0,1.71,2.66,0,0,1,0
121,5529,17074,8,221,1,1,2,1,1,131.24,0.2823,0,1,0,1
1913,366,1673,173,307,1,1,157,1,0,9.81,4.12,0,0,0,0
1293,1812,7488,85,1376,1,1,118,1,1,1.21,2.2,0,0,0,0
1189,345,5545,56,2715,1,1,66,0,0,7.23,4.28,0,0,1,0
462,4873,21751,6,41,1,1,46,1,1,34.65,0.1072,0,0,0,1
3009,88,7327,11,457,1,1,76,1,0,4.11,2.69,0,0,1,0
1772,518,6934,112,1153,1,1,124,1,0,6.28,3.81,0,0,0,0
200,2392,15227,8,197,1,1,27,1,1,98.86,0.1385,0,1,0,1
538,887,3391,157,316,1,0,71,0,0,7.73,4.73,0,0,1,0
124,3534,42890,0,85,1,0,15,1,0,155.8,0.0713,0,1,0,1
4835,850,955,166,1062,1,1,59,1,0,0.68,0.84,0,1,1,0
1006,1778,4906,20,1705,1,1,100,1,0,8.67,1.84,0,1,1,0
167,3574,8944,5,198,1,0,36,1,1,79.38,0.15,0,1,0,1
392,1553,1079,6,346,1,1,52,1,0,108.14,0.2485,0,1,0,1
152,2212,34329,4,43,0,1,41,1,1,86.22,0.2961,0,0,0,1
360,3296,2268,0,347,1,1,44,1,0,154.64,0.2457,0,1,0,1
324,2624,1972,8,214,1,0,33,1,1,194.53,0.0671,0,1,0,1
389,5027,44860,2,185,1,1,5,1,1,190.48,0.1937,0,0,0,1
337,3997,40469,3,30,0,0,16,1,1,128.06,0.1444,0,0,0,1
401,2959,37094,4,253,1,1,33,1,0,57.5,0.1231,0,1,0,1
4849,1599,2525,39,1282,1,1,21,1,0,7.3,3.72,0,0,1,0
294,5318,49302,7,194,1,1,38,0,1,184.76,0.2136,0,1,0,1
1168,1733,7750,125,3534,1,1,152,0,0,6.35,4.09,0,1,1,0
111,4172,28215,8,32,1,0,37,0,1,146.23,0.0675,0,1,0,1
4140,1947,1447,106,2445,0,0,111,1,1,6.1,2.1,0,0,1,0
4830,1597,337,90,3063,1,1,60,0,0,2.37,1.65,1,0,1,0
3822,812,4832,87,894,1,0,54,1,0,8.47,1.65,0,0,1,0
1534,1151,7268,57,1677,1,1,99,0,0,6.47,2.5,0,0,1,0
4188,334,5178,20,3594,1,1,21,1,0,5.28,2.42,0,1,1,0
71,4337,43844,5,30,0,0,10,1,1,92.78,0.1638,0,1,0,1
2238,361,7702,98,3577,1,1,150,1,1,3.01,3.06,0,1,0,0
264,2413,19493,0,365,1,1,2,1,1,43.43,0.0338,0,1,1,1
111,4072,2098,1,160,1,0,14,0,1,39.82,0.2715,0,1,1,1
148,1578,8354,1,45,1,0,26,1,1,61.37,0.0013,0,1,1,1
84,4457,31480,9,309,0,0,52,0,1,177.84,0.0056,0,0,0,1
155,4882,44910,8,396,1,0,34,0,1,187.76,0.0492,0,1,0,1
77,3548,39155,2,389,1,1,43,1,1,172.02,0.1986,0,0,0,1
440,678,15694,1,209,1,0,37,0,1,128.63,0.2915,0,1,0,1
218,2147,44716,0,65,0,1,41,0,1,81.5,0.1549,0,0,1,1
2132,1513,3829,107,1876,1,0,132,1,0,6.9,2.41,0,0,1,0
305,2927,45830,6,58,1,0,27,1,1,34.09,0.2607,0,1,0,1
203,5555,41928,6,304,1,1,20,0,1,108.71,0.211,0,1,0,1
278,532,12885,8,355,0,0,6,0,1,105.4,0.0259,0,1,1,1
140,5180,14372,8,298,0,0,5,1,1,116.34,0.0523,0,1,0,1
490,2919,27127,1,201,0,0,49,0,0,71.5,0.0743,0,1,0,1
492,2928,2238,3,101,1,1,12,0,1,181.03,0.2007,0,0,1,1
252,2648,3031,1,233,1,0,52,1,1,117.89,0.1973,0,1,1,1
137,4560,9680,9,288,0,1,41,1,1,162.01,0.2818,0,1,0,1
4769,635,3779,167,2855,1,1,73,0,1,5.23,2.12,0,0,1,0
405,5303,12526,8,52,0,1,34,1,1,137.29,0.0488,0,0,0,1
64,1442,38682,4,364,1,0,20,1,1,184.28,0.1121,0,0,0,1
302,4129,47785,1,220,0,1,38,0,1,169.16,0.1929,0,1,0,1
428,2029,9988,3,247,0,0,22,1,1,66.34,0.1509,0,0,0,1
834,866,4982,20,854,1,1,87,1,0,1.7,3.85,0,0,1,0
1624,1306,1148,5,3531,1,1,120,0,0,2.43,1.22,0,1,0,0
29,4020,38655,2,214,1,0,6,0,1,91.1,0.2169,0,1,0,1
75,4329,41332,4,228,0,0,38,1,1,61.88,0.1246,0,1,0,1
3316,1106,7347,138,675,1,1,48,0,0,8.89,1.1,0,0,1,0
51,1511,49241,3,145,1,0,29,1,0,56.41,0.1911,0,1,1,1
497,2962,48487,1,12,0,1,3,1,0,51.7,0.093,0,1,0,1
1842,854,6123,172,1451,1,1,120,1,0,6.66,3.14,0,0,1,0
434,1104,4461,178,263,1,0,43,1,0,8.1,4.7,0,0,1,0
2806,412,7065,27,400,1,1,30,1,0,4.54,2.65,0,1,1,0
449,1429,13420,5,37,0,1,35,0,1,26.06,0.2097,0,0,0,1
161,2078,22107,4,370,1,0,2,1,1,116.83,0.2083,0,1,1,1
271,899,25916,3,333,1,1,46,1,1,87.09,0.1766,0,0,0,1
470,5415,21812,2,250,0,1,33,0,0,30.53,0.2434,0,0,0,1
398,4587,42851,8,314,1,0,25,1,0,38.66,0.1628,0,1,0,1
327,962,4947,9,297,0,0,54,0,1,113.89,0.1571,0,1,0,1
30,5017,35929,8,202,1,0,30,1,1,120.35,0.2296,0,1,0,1
380,3812,46063,7,55,1,0,59,0,1,65.1,0.1059,0,0,0,1
345,1449,3415,6,294,1,1,30,1,1,35.06,0.0534,0,1,0,1
157,3905,16687,3,366,0,0,34,1,1,55.76,0.1049,0,1,0,1
447,5892,1018,5,61,1,1,54,1,1,149.92,0.0843,0,1,0,1
